seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
chr1_h1	212168857	212168857	1	*	wt_H3K4me3_peak_4382	1736	.	Distal Intergenic	1	212281348	212288579	7232	1	h1SMcG0005336	h1SMcT0005336.1	-112491
chr1_h1	212241347	212241347	1	*	wt_H3K4me3_peak_4384	88	.	Distal Intergenic	1	212281348	212288579	7232	1	h1SMcG0005336	h1SMcT0005336.1	-40001
chr1_h1	213151105	213151105	1	*	wt_H3K4me3_peak_4408	102	.	Intron (h1SMcT0005358.1/h1SMcG0005358, intron 3 of 4)	1	213147999	213154416	6418	2	h1SMcG0005358	h1SMcT0005358.1	3311
chr1_h1	213307912	213307912	1	*	wt_H3K4me3_peak_4414	1377	.	Promoter (2-3kb)	1	213310752	213325213	14462	1	h1SMcG0005364	h1SMcT0005364.1	-2840
chr1_h1	213792290	213792290	1	*	wt_H3K4me3_peak_4421	43	.	Promoter (1-2kb)	1	213766823	213793338	26516	2	h1SMcG0005374	h1SMcT0005374.1	1048
chr1_h1	214340662	214340662	1	*	wt_H3K4me3_peak_4432	73	.	Promoter (<=1kb)	1	214340558	214446807	106250	1	h1SMcG0005390	h1SMcT0005390.1	104
chr1_h1	214941789	214941789	1	*	wt_H3K4me3_peak_4441	600	.	Promoter (2-3kb)	1	214929331	214944054	14724	2	h1SMcG0005399	h1SMcT0005399.1	2265
chr1_h1	215077990	215077990	1	*	wt_H3K4me3_peak_4444	203	.	Promoter (<=1kb)	1	215055724	215078156	22433	2	h1SMnG0009105	h1SMnT0009105.1	166
chr1_h1	215366424	215366424	1	*	wt_H3K4me3_peak_4452	39	.	Promoter (1-2kb)	1	215366142	215367451	1310	2	h1SMnG0009120	h1SMnT0009120.1	1027
chr1_h1	215697138	215697138	1	*	wt_H3K4me3_peak_4456	69	.	Promoter (1-2kb)	1	215694451	215698748	4298	2	h1SMcG0005414	h1SMcT0005414.1	1610
chr1_h1	217100499	217100499	1	*	wt_H3K4me3_peak_4493	100	.	Distal Intergenic	1	217090581	217092060	1480	1	h1SMcG0005453	h1SMcT0005453.2	9918
chr1_h1	217765115	217765115	1	*	wt_H3K4me3_peak_4511	132	.	Promoter (<=1kb)	1	217753660	217765579	11920	2	h1SMnG0009234	h1SMnT0009234.1	464
chr1_h1	218038077	218038077	1	*	wt_H3K4me3_peak_4517	48	.	Exon (h1SMcT0005479.1/h1SMcG0005479, exon 10 of 17)	1	218014136	218060154	46019	2	h1SMcG0005479	h1SMcT0005479.1	22077
chr1_h1	218065113	218065113	1	*	wt_H3K4me3_peak_4519	251	.	Distal Intergenic	1	218014136	218060154	46019	2	h1SMcG0005479	h1SMcT0005479.1	-4959
chr1_h1	218096236	218096236	1	*	wt_H3K4me3_peak_4521	110	.	Promoter (1-2kb)	1	218095110	218096548	1439	1	h1SMnG0009242	h1SMnT0009242.1	1126
chr1_h1	219485425	219485425	1	*	wt_H3K4me3_peak_4555	26	.	Distal Intergenic	1	219511352	219512345	994	1	h1SMcG0005513	h1SMcT0005513.1	-25927
chr1_h1	219747216	219747216	1	*	wt_H3K4me3_peak_4561	53	.	Intron (h1SMcT0005522.1/h1SMcG0005522, intron 1 of 4)	1	219740843	219751264	10422	1	h1SMcG0005522	h1SMcT0005522.2	6373
chr1_h1	221279328	221279328	1	*	wt_H3K4me3_peak_4600	33	.	Distal Intergenic	1	221248674	221257543	8870	2	h1SMcG0005571	h1SMcT0005571.2	-21785
chr1_h1	221593809	221593809	1	*	wt_H3K4me3_peak_4606	307	.	Promoter (<=1kb)	1	221592026	221594744	2719	2	h1SMcG0005582	h1SMcT0005582.1	935
chr1_h1	221864532	221864532	1	*	wt_H3K4me3_peak_4613	1807	.	Intron (h1SMcT0005589.1/h1SMcG0005589, intron 2 of 4)	1	221842632	221845853	3222	1	h1SMnG0009414	h1SMnT0009414.6	21900
chr1_h1	222782132	222782132	1	*	wt_H3K4me3_peak_4636	15	.	Intron (h1SMcT0005618.1/h1SMcG0005618, intron 5 of 20)	1	222778670	222809673	31004	1	h1SMcG0005618	h1SMcT0005618.3	3462
chr1_h1	222966462	222966462	1	*	wt_H3K4me3_peak_4643	799	.	Distal Intergenic	1	222954297	222958662	4366	2	h1SMnG0009478	h1SMnT0009478.3	-7800
chr1_h1	223723096	223723096	1	*	wt_H3K4me3_peak_4660	68	.	Intron (h1SMcT0005651.1/h1SMcG0005651, intron 3 of 8)	1	223711297	223730199	18903	2	h1SMcG0005651	h1SMcT0005651.1	7103
chr1_h1	224021308	224021308	1	*	wt_H3K4me3_peak_4671	82	.	Distal Intergenic	1	224030100	224042760	12661	2	h1SMcG0005664	h1SMcT0005664.1	21452
chr1_h1	224229234	224229234	1	*	wt_H3K4me3_peak_4680	61	.	Promoter (<=1kb)	1	224228630	224231594	2965	1	h1SMcG0005670	h1SMcT0005670.1	604
chr1_h1	224438099	224438099	1	*	wt_H3K4me3_peak_4689	842	.	Promoter (2-3kb)	1	224434043	224435933	1891	2	h1SMcG0005678	h1SMcT0005678.1	-2166
chr1_h1	224728802	224728802	1	*	wt_H3K4me3_peak_4694	961	.	Distal Intergenic	1	224675834	224688894	13061	1	h1SMcG0005690	h1SMcT0005690.1	52968
chr1_h1	224779239	224779239	1	*	wt_H3K4me3_peak_4695	165	.	Distal Intergenic	1	224789827	224795086	5260	2	h1SMcG0005693	h1SMcT0005693.1	15847
chr1_h1	224788516	224788516	1	*	wt_H3K4me3_peak_4696	225	.	Distal Intergenic	1	224789827	224795086	5260	2	h1SMcG0005693	h1SMcT0005693.1	6570
chr1_h1	225034298	225034298	1	*	wt_H3K4me3_peak_4707	1124	.	Distal Intergenic	1	225042593	225061120	18528	1	h1SMcG0005700	h1SMcT0005700.1	-8295
chr1_h1	225121939	225121939	1	*	wt_H3K4me3_peak_4712	119	.	Promoter (2-3kb)	1	225119516	225120902	1387	1	h1SMnG0009622	h1SMnT0009622.1	2423
chr1_h1	225666098	225666098	1	*	wt_H3K4me3_peak_4727	132	.	Promoter (1-2kb)	1	225668022	225668734	713	1	h1SMcG0005734	h1SMcT0005734.1	-1924
chr1_h1	225696526	225696526	1	*	wt_H3K4me3_peak_4730	196	.	Promoter (<=1kb)	1	225680325	225696598	16274	2	h1SMcG0005735	h1SMcT0005735.4	72
chr1_h1	226076068	226076068	1	*	wt_H3K4me3_peak_4741	1055	.	Distal Intergenic	1	226055214	226064539	9326	1	h1SMcG0005745	h1SMcT0005745.2	20854
chr1_h1	226147793	226147793	1	*	wt_H3K4me3_peak_4743	30	.	Promoter (1-2kb)	1	226125849	226149057	23209	2	h1SMcG0005747	h1SMcT0005747.1	1264
chr1_h1	226585112	226585112	1	*	wt_H3K4me3_peak_4755	378	.	Distal Intergenic	1	226576055	226581896	5842	1	h1SMcG0005756	h1SMcT0005756.1	9057
chr1_h1	226911437	226911437	1	*	wt_H3K4me3_peak_4764	40	.	Promoter (1-2kb)	1	226911427	226912946	1520	2	h1SMcG0005770	h1SMcT0005770.1	1509
chr1_h1	228220633	228220633	1	*	wt_H3K4me3_peak_4777	577	.	Promoter (<=1kb)	1	228220537	228240692	20156	1	h1SMcG0005810	h1SMcT0005810.2	96
chr1_h1	228546471	228546471	1	*	wt_H3K4me3_peak_4781	1203	.	Promoter (<=1kb)	1	228504350	228546861	42512	2	h1SMcG0005825	h1SMcT0005825.2	390
chr1_h1	228757631	228757631	1	*	wt_H3K4me3_peak_4785	1887	.	Promoter (<=1kb)	1	228757263	228763967	6705	1	h1SMcG0005832	h1SMcT0005832.1	368
chr1_h1	228842329	228842329	1	*	wt_H3K4me3_peak_4786	78	.	Promoter (<=1kb)	1	228841787	228843143	1357	2	h1SMcG0005835	h1SMcT0005835.1	814
chr1_h1	228844049	228844049	1	*	wt_H3K4me3_peak_4787	2252	.	Promoter (<=1kb)	1	228842264	228843643	1380	2	h1SMcG0005836	h1SMcT0005836.1	-406
chr1_h1	228881452	228881452	1	*	wt_H3K4me3_peak_4788	49	.	Promoter (<=1kb)	1	228811474	228880829	69356	2	h1SMcG0005834	h1SMcT0005834.1	-623
chr1_h1	228993673	228993673	1	*	wt_H3K4me3_peak_4792	32	.	Promoter (<=1kb)	1	228975806	228993842	18037	2	h1SMcG0005839	h1SMcT0005839.3	169
chr1_h1	229169227	229169227	1	*	wt_H3K4me3_peak_4796	745	.	Promoter (<=1kb)	1	229166452	229169493	3042	2	h1SMnG0009804	h1SMnT0009804.1	266
chr1_h1	229276804	229276804	1	*	wt_H3K4me3_peak_4801	447	.	Promoter (2-3kb)	1	229248317	229279735	31419	2	h1SMcG0005844	h1SMcT0005844.2	2931
chr1_h1	229324457	229324457	1	*	wt_H3K4me3_peak_4803	1460	.	Promoter (2-3kb)	1	229280006	229326764	46759	2	h1SMcG0005844	h1SMcT0005844.12	2307
chr1_h1	229567798	229567798	1	*	wt_H3K4me3_peak_4810	304	.	Promoter (<=1kb)	1	229565895	229568395	2501	2	h1SMcG0005853	h1SMcT0005853.1	597
chr1_h1	230504911	230504911	1	*	wt_H3K4me3_peak_4833	33	.	Distal Intergenic	1	230507005	230508527	1523	2	h1SMcG0005879	h1SMcT0005879.1	3616
chr1_h1	230505633	230505633	1	*	wt_H3K4me3_peak_4834	1440	.	Promoter (2-3kb)	1	230507005	230508527	1523	2	h1SMcG0005879	h1SMcT0005879.1	2894
chr1_h1	230739309	230739309	1	*	wt_H3K4me3_peak_4840	194	.	Distal Intergenic	1	230734895	230735441	547	2	h1SMnG0009884	h1SMnT0009884.1	-3868
chr1_h1	230949717	230949717	1	*	wt_H3K4me3_peak_4845	178	.	Promoter (<=1kb)	1	230949406	230954678	5273	1	h1SMcG0005887	h1SMcT0005887.1	311
chr1_h1	231004835	231004835	1	*	wt_H3K4me3_peak_4848	118	.	Exon (h1SMcT0005891.1/h1SMcG0005891, exon 5 of 5)	1	230996644	230997461	818	1	h1SMnG0009897	h1SMnT0009897.1	8191
chr1_h1	231113181	231113181	1	*	wt_H3K4me3_peak_4852	61	.	Intron (h1SMcT0005893.1/h1SMcG0005893, intron 7 of 96)	1	231108732	231197604	88873	1	h1SMcG0005893	h1SMcT0005893.1	4449
chr1_h1	231790286	231790286	1	*	wt_H3K4me3_peak_4864	30	.	Promoter (<=1kb)	1	231767064	231790891	23828	2	h1SMcG0005911	h1SMcT0005911.1	605
chr1_h1	232107275	232107275	1	*	wt_H3K4me3_peak_4871	386	.	Distal Intergenic	1	232033011	232083005	49995	2	h1SMcG0005917	h1SMcT0005917.2	-24270
chr1_h1	232400815	232400815	1	*	wt_H3K4me3_peak_4877	816	.	Intron (h1SMcT0005927.1/h1SMcG0005927, intron 16 of 16)	1	232391142	232391847	706	1	h1SMcG0005926	h1SMcT0005926.1	9673
chr1_h1	232415248	232415248	1	*	wt_H3K4me3_peak_4878	72	.	Promoter (1-2kb)	1	232415042	232416459	1418	2	h1SMnG0009954	h1SMnT0009954.1	1211
chr1_h1	232481978	232481978	1	*	wt_H3K4me3_peak_4880	117	.	Distal Intergenic	1	232473556	232478391	4836	2	h1SMcG0005928	h1SMcT0005928.1	-3587
chr1_h1	232701266	232701266	1	*	wt_H3K4me3_peak_4886	620	.	Distal Intergenic	1	232689302	232695396	6095	2	h1SMcG0005935	h1SMcT0005935.1	-5870
chr1_h1	232787051	232787051	1	*	wt_H3K4me3_peak_4889	859	.	Promoter (<=1kb)	1	232786958	232805460	18503	1	h1SMcG0005940	h1SMcT0005940.1	93
chr1_h1	232805933	232805933	1	*	wt_H3K4me3_peak_4890	101	.	Distal Intergenic	1	232815330	232850143	34814	1	h1SMcG0005941	h1SMcT0005941.1	-9397
chr1_h1	232856493	232856493	1	*	wt_H3K4me3_peak_4892	526	.	Distal Intergenic	1	232861051	232878600	17550	2	h1SMcG0005942	h1SMcT0005942.1	22107
chr1_h1	232857368	232857368	1	*	wt_H3K4me3_peak_4893	80	.	Distal Intergenic	1	232861051	232878600	17550	2	h1SMcG0005942	h1SMcT0005942.1	21232
chr1_h1	233581665	233581665	1	*	wt_H3K4me3_peak_4914	568	.	Promoter (2-3kb)	1	233579537	233603280	23744	1	h1SMnG0010004	h1SMnT0010004.1	2128
chr1_h1	233644908	233644908	1	*	wt_H3K4me3_peak_4917	58	.	Downstream (<=300bp)	1	233639852	233644842	4991	1	h1SMcG0005959	h1SMcT0005959.1	5056
chr1_h1	234868547	234868547	1	*	wt_H3K4me3_peak_4945	78	.	Promoter (<=1kb)	1	234868228	234869343	1116	2	h1SMnG0010057	h1SMnT0010057.1	796
chr1_h1	235087728	235087728	1	*	wt_H3K4me3_peak_4949	593	.	Promoter (2-3kb)	1	235088905	235090017	1113	2	h1SMcG0005985	h1SMcT0005985.1	2289
chr1_h1	235511992	235511992	1	*	wt_H3K4me3_peak_4963	73	.	Promoter (<=1kb)	1	235512394	235512642	249	1	h1SMnG0010086	h1SMnT0010086.1	-402
chr1_h1	235853700	235853700	1	*	wt_H3K4me3_peak_4974	153	.	Distal Intergenic	1	235860205	235861913	1709	1	h1SMcG0006012	h1SMcT0006012.1	-6505
chr1_h1	235861363	235861363	1	*	wt_H3K4me3_peak_4975	27	.	Promoter (1-2kb)	1	235860205	235944383	84179	1	h1SMcG0006012	h1SMcT0006012.3	1158
chr1_h1	235943991	235943991	1	*	wt_H3K4me3_peak_4977	286	.	Promoter (<=1kb)	1	235943470	235944383	914	1	h1SMcG0006012	h1SMcT0006012.4	521
chr1_h1	236009354	236009354	1	*	wt_H3K4me3_peak_4978	147	.	Intron (h1SMcT0006015.2/h1SMcG0006015, intron 1 of 1)	1	236012375	236013368	994	1	h1SMcG0006015	h1SMcT0006015.3	-3021
chr1_h1	236199614	236199614	1	*	wt_H3K4me3_peak_4989	207	.	Promoter (<=1kb)	1	236198754	236201266	2513	1	h1SMcG0006031	h1SMcT0006031.1	860
chr1_h1	236200950	236200950	1	*	wt_H3K4me3_peak_4990	41	.	Promoter (2-3kb)	1	236198754	236201266	2513	1	h1SMcG0006031	h1SMcT0006031.1	2196
chr1_h1	236485320	236485320	1	*	wt_H3K4me3_peak_4996	138	.	Distal Intergenic	1	236487966	236489191	1226	2	h1SMcG0006040	h1SMcT0006040.1	3871
chr1_h1	236664533	236664533	1	*	wt_H3K4me3_peak_5000	1394	.	Distal Intergenic	1	236582038	236653132	71095	2	h1SMcG0006043	h1SMcT0006043.4	-11401
chr1_h1	236687281	236687281	1	*	wt_H3K4me3_peak_5001	78	.	Intron (h1SMcT0006044.1/h1SMcG0006044, intron 3 of 5)	1	236669121	236696256	27136	2	h1SMcG0006044	h1SMcT0006044.2	8975
chr1_h1	237046504	237046504	1	*	wt_H3K4me3_peak_5008	118	.	Distal Intergenic	1	237053864	237054649	786	2	h1SMcG0006053	h1SMcT0006053.1	8145
chr1_h1	238896320	238896320	1	*	wt_H3K4me3_peak_5051	259	.	Distal Intergenic	1	238913813	238934691	20879	1	h1SMcG0006109	h1SMcT0006109.1	-17493
chr1_h1	239186525	239186525	1	*	wt_H3K4me3_peak_5058	31	.	Exon (h1SMcT0006117.1/h1SMcG0006117, exon 67 of 75)	1	239149593	239172141	22549	1	h1SMcG0006116	h1SMcT0006116.1	36932
chr1_h1	239395860	239395860	1	*	wt_H3K4me3_peak_5063	81	.	Intron (h1SMcT0006122.1/h1SMcG0006122, intron 4 of 9)	1	239392262	239448165	55904	1	h1SMcG0006122	h1SMcT0006122.2	3598
chr1_h1	239550025	239550025	1	*	wt_H3K4me3_peak_5066	111	.	Distal Intergenic	1	239555858	239680933	125076	1	h1SMcG0006125	h1SMcT0006125.1	-5833
chr1_h1	239945795	239945795	1	*	wt_H3K4me3_peak_5074	1685	.	Promoter (1-2kb)	1	239935102	239943990	8889	2	h1SMcG0006133	h1SMcT0006133.2	-1805
chr1_h1	240081083	240081083	1	*	wt_H3K4me3_peak_5077	36	.	Distal Intergenic	1	240043674	240068619	24946	2	h1SMcG0006137	h1SMcT0006137.1	-12464
chr1_h1	240786504	240786504	1	*	wt_H3K4me3_peak_5090	118	.	Promoter (2-3kb)	1	240784415	240789782	5368	1	h1SMcG0006164	h1SMcT0006164.1	2089
chr1_h1	241359507	241359507	1	*	wt_H3K4me3_peak_5100	155	.	Promoter (<=1kb)	1	241359330	241395472	36143	1	h1SMcG0006177	h1SMcT0006177.2	177
chr1_h1	242234650	242234650	1	*	wt_H3K4me3_peak_5118	901	.	Promoter (2-3kb)	1	242231812	242233690	1879	1	h1SMcG0006199	h1SMcT0006199.2	2838
chr1_h1	242559002	242559002	1	*	wt_H3K4me3_peak_5125	76	.	Promoter (<=1kb)	1	242526217	242559490	33274	2	h1SMcG0006208	h1SMcT0006208.1	488
chr1_h1	242885918	242885918	1	*	wt_H3K4me3_peak_5136	69	.	Distal Intergenic	1	242879514	242882208	2695	1	h1SMcG0006219	h1SMcT0006219.3	6404
chr1_h1	243020683	243020683	1	*	wt_H3K4me3_peak_5139	1040	.	Distal Intergenic	1	243020908	243027773	6866	2	h1SMcG0006227	h1SMcT0006227.1	7090
chr1_h1	243305100	243305100	1	*	wt_H3K4me3_peak_5151	71	.	Promoter (<=1kb)	1	243304499	243313754	9256	1	h1SMcG0006234	h1SMcT0006234.1	601
chr1_h1	243857940	243857940	1	*	wt_H3K4me3_peak_5165	116	.	Distal Intergenic	1	243849121	243852588	3468	2	h1SMcG0006253	h1SMcT0006253.4	-5352
chr1_h1	244076938	244076938	1	*	wt_H3K4me3_peak_5172	54	.	Distal Intergenic	1	244063301	244063744	444	2	h1SMnG0010501	h1SMnT0010501.2	-13194
chr1_h1	244355427	244355427	1	*	wt_H3K4me3_peak_5178	367	.	Distal Intergenic	1	244368278	244369533	1256	2	h1SMcG0006266	h1SMcT0006266.1	14106
chr1_h1	245291465	245291465	1	*	wt_H3K4me3_peak_5201	3751	.	Promoter (<=1kb)	1	245290634	245317386	26753	1	h1SMcG0006294	h1SMcT0006294.3	831
chr1_h1	245576784	245576784	1	*	wt_H3K4me3_peak_5207	149	.	Intron (h1SMcT0006300.1/h1SMcG0006300, intron 2 of 2)	1	245572054	245579026	6973	1	h1SMcG0006300	h1SMcT0006300.2	4730
chr1_h1	245669889	245669889	1	*	wt_H3K4me3_peak_5209	94	.	Distal Intergenic	1	245629671	245631397	1727	1	h1SMcG0006301	h1SMcT0006301.1	40218
chr1_h1	246032452	246032452	1	*	wt_H3K4me3_peak_5217	41	.	Intron (h1SMcT0006310.1/h1SMcG0006310, intron 11 of 13)	1	246007587	246036177	28591	1	h1SMcG0006310	h1SMcT0006310.2	24865
chr1_h1	246957021	246957021	1	*	wt_H3K4me3_peak_5238	233	.	Distal Intergenic	1	246916658	246917993	1336	2	h1SMcG0006332	h1SMcT0006332.1	-39028
chr1_h1	247496155	247496155	1	*	wt_H3K4me3_peak_5245	422	.	Exon (h1SMcT0006346.1/h1SMcG0006346, exon 2 of 3)	1	247493888	247499210	5323	2	h1SMcG0006346	h1SMcT0006346.1	3055
chr1_h1	247596192	247596192	1	*	wt_H3K4me3_peak_5248	297	.	Intron (h1SMcT0006348.1/h1SMcG0006348, intron 9 of 11)	1	247552085	247582565	30481	2	h1SMcG0006347	h1SMcT0006347.3	-13627
chr1_h1	247673820	247673820	1	*	wt_H3K4me3_peak_5249	95	.	Promoter (<=1kb)	1	247582961	247673923	90963	2	h1SMcG0006348	h1SMcT0006348.1	103
chr1_h1	247722984	247722984	1	*	wt_H3K4me3_peak_5252	276	.	Promoter (<=1kb)	1	247722548	247743291	20744	1	h1SMcG0006351	h1SMcT0006351.1	436
chr1_h1	247977408	247977408	1	*	wt_H3K4me3_peak_5254	817	.	Distal Intergenic	1	247985500	247989542	4043	1	h1SMcG0006354	h1SMcT0006354.1	-8092
chr1_h1	248144916	248144916	1	*	wt_H3K4me3_peak_5260	181	.	Promoter (2-3kb)	1	248143893	248146944	3052	2	h1SMcG0006361	h1SMcT0006361.1	2028
chr1_h1	248161715	248161715	1	*	wt_H3K4me3_peak_5261	273	.	Promoter (<=1kb)	1	248161610	248325515	163906	1	h1SMcG0006362	h1SMcT0006362.1	105
chr1_h1	248540386	248540386	1	*	wt_H3K4me3_peak_5270	73	.	Distal Intergenic	1	248513545	248527381	13837	2	h1SMcG0006369	h1SMcT0006369.1	-13005
chr1_h1	248763313	248763313	1	*	wt_H3K4me3_peak_5275	1063	.	Distal Intergenic	1	248663580	248753880	90301	2	h1SMcG0006374	h1SMcT0006374.4	-9433
chr1_h1	250312418	250312418	1	*	wt_H3K4me3_peak_5306	176	.	Intron (h1SMcT0006404.1/h1SMcG0006404, intron 1 of 3)	1	250273069	250332047	58979	2	h1SMcG0006404	h1SMcT0006404.1	19629
chr1_h1	250551763	250551763	1	*	wt_H3K4me3_peak_5311	79	.	Distal Intergenic	1	250554809	250563478	8670	1	h1SMcG0006409	h1SMcT0006409.1	-3046
chr1_h1	250907931	250907931	1	*	wt_H3K4me3_peak_5321	82	.	Promoter (<=1kb)	1	250907607	250947810	40204	1	h1SMcG0006427	h1SMcT0006427.2	324
chr1_h1	250956255	250956255	1	*	wt_H3K4me3_peak_5322	220	.	Promoter (2-3kb)	1	250958525	250964621	6097	1	h1SMcG0006428	h1SMcT0006428.1	-2270
chr1_h1	251334377	251334377	1	*	wt_H3K4me3_peak_5337	34	.	Promoter (2-3kb)	1	251331827	251348662	16836	1	h1SMcG0006437	h1SMcT0006437.3	2550
chr1_h1	251491611	251491611	1	*	wt_H3K4me3_peak_5340	60	.	Distal Intergenic	1	251507139	251521301	14163	1	h1SMcG0006441	h1SMcT0006441.1	-15528
chr1_h1	251823095	251823095	1	*	wt_H3K4me3_peak_5346	809	.	Promoter (<=1kb)	1	251796150	251822315	26166	2	h1SMcG0006455	h1SMcT0006455.3	-780
chr1_h1	252153556	252153556	1	*	wt_H3K4me3_peak_5355	176	.	Intron (h1SMcT0006467.1/h1SMcG0006467, intron 6 of 30)	1	252167079	252167523	445	1	h1SMcG0006468	h1SMcT0006468.1	-13523
chr1_h1	252592805	252592805	1	*	wt_H3K4me3_peak_5362	3840	.	Distal Intergenic	1	252596151	252606222	10072	1	h1SMcG0006477	h1SMcT0006477.1	-3346
chr1_h1	252956503	252956503	1	*	wt_H3K4me3_peak_5368	2707	.	Intron (h1SMcT0006486.2/h1SMcG0006486, intron 6 of 17)	1	253021148	253055412	34265	1	h1SMcG0006489	h1SMcT0006489.1	-64645
chr1_h1	253036524	253036524	1	*	wt_H3K4me3_peak_5369	1967	.	Intron (h1SMcT0006489.1/h1SMcG0006489, intron 8 of 17)	1	253021626	253055601	33976	1	h1SMcG0006489	h1SMcT0006489.3	14898
chr1_h1	253089175	253089175	1	*	wt_H3K4me3_peak_5370	553	.	Intron (h1SMcT0006489.2/h1SMcG0006489, intron 6 of 18)	1	253083038	253159174	76137	1	h1SMcG0006489	h1SMcT0006489.5	6137
chr1_h1	253418355	253418355	1	*	wt_H3K4me3_peak_5380	160	.	Promoter (1-2kb)	1	253397686	253416788	19103	2	h1SMcG0006504	h1SMcT0006504.1	-1567
chr1_h1	253985865	253985865	1	*	wt_H3K4me3_peak_5398	74	.	Distal Intergenic	1	253993987	254010926	16940	1	h1SMcG0006522	h1SMcT0006522.1	-8122
chr1_h1	254489522	254489522	1	*	wt_H3K4me3_peak_5408	333	.	Promoter (2-3kb)	1	254487012	254503942	16931	1	h1SMcG0006535	h1SMcT0006535.1	2510
chr1_h1	254527042	254527042	1	*	wt_H3K4me3_peak_5410	88	.	Intron (h1SMcT0006536.1/h1SMcG0006536, intron 8 of 13)	1	254520362	254542097	21736	1	h1SMcG0006536	h1SMcT0006536.1	6680
chr1_h1	254528910	254528910	1	*	wt_H3K4me3_peak_5411	58	.	Intron (h1SMcT0006536.1/h1SMcG0006536, intron 8 of 13)	1	254520362	254542097	21736	1	h1SMcG0006536	h1SMcT0006536.1	8548
chr1_h1	254555523	254555523	1	*	wt_H3K4me3_peak_5412	28	.	Exon (h1SMcT0006537.1/h1SMcG0006537, exon 9 of 11)	1	254544751	254572157	27407	2	h1SMcG0006537	h1SMcT0006537.1	16634
chr1_h1	254751155	254751155	1	*	wt_H3K4me3_peak_5416	162	.	Promoter (1-2kb)	1	254747291	254752810	5520	2	h1SMnG0010965	h1SMnT0010965.2	1655
chr1_h1	255103715	255103715	1	*	wt_H3K4me3_peak_5423	170	.	Promoter (<=1kb)	1	255087429	255103919	16491	2	h1SMcG0006551	h1SMcT0006551.1	204
chr1_h1	255609477	255609477	1	*	wt_H3K4me3_peak_5435	46	.	Distal Intergenic	1	255617483	255618407	925	1	h1SMnG0011017	h1SMnT0011017.1	-8006
chr1_h1	255889148	255889148	1	*	wt_H3K4me3_peak_5443	543	.	Distal Intergenic	1	255912070	255915378	3309	1	h1SMcG0006570	h1SMcT0006570.1	-22922
chr1_h1	256021249	256021249	1	*	wt_H3K4me3_peak_5447	223	.	Promoter (<=1kb)	1	256014688	256021544	6857	2	h1SMcG0006575	h1SMcT0006575.1	295
chr1_h1	256081247	256081247	1	*	wt_H3K4me3_peak_5448	153	.	Promoter (<=1kb)	1	256027068	256081293	54226	2	h1SMcG0006576	h1SMcT0006576.3	46
chr1_h1	256487985	256487985	1	*	wt_H3K4me3_peak_5460	49	.	Promoter (2-3kb)	1	256484901	256490066	5166	2	h1SMnG0011059	h1SMnT0011059.3	2081
chr1_h1	256594192	256594192	1	*	wt_H3K4me3_peak_5462	44	.	Promoter (<=1kb)	1	256593889	256615852	21964	1	h1SMcG0006593	h1SMcT0006593.1	303
chr1_h1	256888629	256888629	1	*	wt_H3K4me3_peak_5469	316	.	Promoter (1-2kb)	1	256882542	256890175	7634	2	h1SMcG0006604	h1SMcT0006604.1	1546
chr1_h1	257337101	257337101	1	*	wt_H3K4me3_peak_5484	2133	.	Promoter (<=1kb)	1	257336880	257356026	19147	1	h1SMcG0006622	h1SMcT0006622.1	221
chr1_h1	257837869	257837869	1	*	wt_H3K4me3_peak_5496	101	.	Exon (h1SMcT0006635.1/h1SMcG0006635, exon 6 of 7)	1	257824599	257842611	18013	1	h1SMcG0006635	h1SMcT0006635.1	13270
chr1_h1	258456710	258456710	1	*	wt_H3K4me3_peak_5506	94	.	Promoter (<=1kb)	1	258447280	258456923	9644	2	h1SMcG0006649	h1SMcT0006649.1	213
chr1_h1	258647683	258647683	1	*	wt_H3K4me3_peak_5512	99	.	Distal Intergenic	1	258637353	258639778	2426	1	h1SMcG0006657	h1SMcT0006657.1	10330
chr1_h1	259305396	259305396	1	*	wt_H3K4me3_peak_5530	317	.	Promoter (<=1kb)	1	259259494	259305574	46081	2	h1SMcG0006672	h1SMcT0006672.1	178
chr1_h1	260977520	260977520	1	*	wt_H3K4me3_peak_5568	2377	.	Distal Intergenic	1	260988018	260995219	7202	1	h1SMcG0006720	h1SMcT0006720.1	-10498
chr1_h1	263038802	263038802	1	*	wt_H3K4me3_peak_5619	1834	.	Promoter (1-2kb)	1	263040241	263047288	7048	1	h1SMcG0006778	h1SMcT0006778.1	-1439
chr1_h1	263357742	263357742	1	*	wt_H3K4me3_peak_5629	41	.	Promoter (2-3kb)	1	263355040	263357665	2626	1	h1SMcG0006789	h1SMcT0006789.1	2702
chr1_h1	263531083	263531083	1	*	wt_H3K4me3_peak_5633	1807	.	Distal Intergenic	1	263545413	263546916	1504	2	h1SMcG0006795	h1SMcT0006795.1	15833
chr1_h1	264053347	264053347	1	*	wt_H3K4me3_peak_5640	510	.	Promoter (<=1kb)	1	264051097	264053170	2074	2	h1SMcG0006809	h1SMcT0006809.1	-177
chr1_h1	264098942	264098942	1	*	wt_H3K4me3_peak_5641	25	.	Distal Intergenic	1	264108858	264110912	2055	1	h1SMcG0006812	h1SMcT0006812.1	-9916
